host,port,protocol,type,latency_ms,verified_at,source
math-test.bypased.info,8443,mtproto,mtproto,387.7,,10ium/VpnClashFaCollector
mosakhar.hosiyaman.info,8443,mtproto,mtproto,399.59,,10ium/VpnClashFaCollector
nakhand-mesvak-gerone.lolauth.info,8443,mtproto,mtproto,431.74,,10ium/VpnClashFaCollector
nakoshimon-jomong.lolauth.info,8443,mtproto,mtproto,391.92,,10ium/VpnClashFaCollector
nostalgi.khodkarbic.info,8443,mtproto,mtproto,523.68,,10ium/VpnClashFaCollector
portal.flashspder.info,8443,mtproto,mtproto,395.78,,10ium/VpnClashFaCollector
quiet.img.garfar.ir,453,mtproto,mtproto,910.15,,10ium/VpnClashFaCollector
range-sal.browncolor.info,8443,mtproto,mtproto,409.12,,10ium/VpnClashFaCollector
rond-hamrahaval.ebimarh.info,8443,mtproto,mtproto,425.73,,10ium/VpnClashFaCollector
ssd-hdd-nvme.sillakhor.info,8443,mtproto,mtproto,447.45,,10ium/VpnClashFaCollector
talfighi.barekatbashe.info,8443,mtproto,mtproto,455.38,,10ium/VpnClashFaCollector
team-daemi.barekatbashe.info,8443,mtproto,mtproto,417.24,,10ium/VpnClashFaCollector
tg.rocketvpn.top,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
vasle-daii.barekatbashe.info,8443,mtproto,mtproto,445.29,,10ium/VpnClashFaCollector
vasle-sho-binam.ebimarh.info,8443,mtproto,mtproto,400.7,,10ium/VpnClashFaCollector
vizhzhzhzhzh.bypased.info,8443,mtproto,mtproto,222.28,,10ium/VpnClashFaCollector
zenon.flashspder.info,8443,mtproto,mtproto,220.34,,10ium/VpnClashFaCollector
0kj.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,441.23,,10ium/VpnClashFaCollector
65.109.208.130,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
78.47.57.141,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
7aa670087ollk8j1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,433.3,,10ium/VpnClashFaCollector
8wjs.ir.meli-n13.info,8443,mtproto,mtproto,1031.31,,10ium/VpnClashFaCollector
GOLD.goooalir.co.uk,8443,mtproto,mtproto,572.2,,10ium/VpnClashFaCollector
H2O.miandoabs.info,8443,mtproto,mtproto,391.14,,10ium/VpnClashFaCollector
JOKER.goooalir.co.uk,8443,mtproto,mtproto,465.56,,10ium/VpnClashFaCollector
asli-orginal-daemi.khodkarbic.info,8443,mtproto,mtproto,493.2,,10ium/VpnClashFaCollector
atr.golabkashan.info,8443,mtproto,mtproto,245.65,,10ium/VpnClashFaCollector
beartunnel.co,443,mtproto,mtproto,470.55,,10ium/VpnClashFaCollector
bh7.ir.meli-n13.info,8443,mtproto,mtproto,439.33,,10ium/VpnClashFaCollector
chalesh.khodkarbic.info,8443,mtproto,mtproto,442.92,,10ium/VpnClashFaCollector
felan-by.lolauth.info,8443,mtproto,mtproto,391.08,,10ium/VpnClashFaCollector
flat.flashspder.info,8443,mtproto,mtproto,379.03,,10ium/VpnClashFaCollector
gardeshgar.miandoabs.info,8443,mtproto,mtproto,402.87,,10ium/VpnClashFaCollector
haji-jan.golabkashan.info,8443,mtproto,mtproto,220.12,,10ium/VpnClashFaCollector
join-in-play.khodkarbic.info,8443,mtproto,mtproto,419.29,,10ium/VpnClashFaCollector
king.mitivpn.co.uk,25565,mtproto,mtproto,541.34,,10ium/VpnClashFaCollector
mashti-khobi.khodkarbic.info,8443,mtproto,mtproto,444.8,,10ium/VpnClashFaCollector
masi.he6fhd.ru,8443,mtproto,mtproto,625.76,,10ium/VpnClashFaCollector
mosabeghe.khodkarbic.info,8443,mtproto,mtproto,437.3,,10ium/VpnClashFaCollector
ooo.ir.meli-n13.info,8443,mtproto,mtproto,528.67,,10ium/VpnClashFaCollector
ir.qkzheng.info,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
ir.bazzawill.info,8443,mtproto,mtproto,569.03,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
91.234.147.10.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
91.234.147.11.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
91.234.147.12.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
91.234.147.13.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
3etare.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
cheater.nosy.yawningly.teleseryeshd.com,443,mtproto,mtproto,599.84,,shablin/mtproto-proxy
media5.happtg.org,443,mtproto,mtproto,,,shablin/mtproto-proxy
khaste.delroba.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
91.98.97.225,8443,mtproto,mtproto,138.44,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
granite.mtproxy.zip,443,mtproto,mtproto,562.07,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
nocloudnew.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
mkima.davay.click,443,mtproto,mtproto,574.27,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
genuismind.info,443,mtproto,mtproto,530.37,,10ium/VpnClashFaCollector
94.184.39.100.aprawood.ir,2020,mtproto,mtproto,601.3,,10ium/VpnClashFaCollector
94.184.39.101.aprawood.ir,2020,mtproto,mtproto,329.24,,10ium/VpnClashFaCollector
94.184.39.102.aprawood.ir,2020,mtproto,mtproto,530.75,,10ium/VpnClashFaCollector
94.184.39.103.aprawood.ir,2020,mtproto,mtproto,288.81,,10ium/VpnClashFaCollector
94.184.39.104.aprawood.ir,2020,mtproto,mtproto,375.8,,10ium/VpnClashFaCollector
94.184.39.105.aprawood.ir,2020,mtproto,mtproto,376.0,,10ium/VpnClashFaCollector
178.105.255.50,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
45.11.187.185,7799,mtproto,mtproto,418.54,,10ium/VpnClashFaCollector
5.75.201.89,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
95.182.98.23,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
bo0ji.co.uk,443,mtproto,mtproto,513.27,,10ium/VpnClashFaCollector
elrmam.bypased.info,8443,mtproto,mtproto,232.91,,10ium/VpnClashFaCollector
habib-lisanser.browncolor.info,8443,mtproto,mtproto,389.44,,10ium/VpnClashFaCollector
id466.sillakhor.info,8443,mtproto,mtproto,441.71,,10ium/VpnClashFaCollector
speedtest.juhrsksde.info,8443,mtproto,mtproto,435.21,,10ium/VpnClashFaCollector
zapiskidin.go-bull.pro,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
001i.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,420.33,,10ium/VpnClashFaCollector
00w1.ir.meli-n13.info,8443,mtproto,mtproto,512.0,,10ium/VpnClashFaCollector
08080iiio6k1.ir.meli-n13.info,8443,mtproto,mtproto,444.27,,10ium/VpnClashFaCollector
0p7.ir.meli-n13.info,8443,mtproto,mtproto,522.74,,10ium/VpnClashFaCollector
116.202.167.152,443,mtproto,mtproto,132.12,,10ium/VpnClashFaCollector
135.181.74.178,443,mtproto,mtproto,148.09,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
135.206-197-43.ir.,8443,mtproto,mtproto,736.32,,10ium/VpnClashFaCollector
157.90.57.54,8443,mtproto,mtproto,1199.67,,10ium/VpnClashFaCollector
167.235.187.32,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.26.387-44qavi.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
1l1i1.1l1i1.1l1i1.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
46.8.71.172,443,mtproto,mtproto,140.32,,10ium/VpnClashFaCollector
47.86.165.253,10001,mtproto,mtproto,,,10ium/VpnClashFaCollector
567008ollk8j1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,417.53,,10ium/VpnClashFaCollector
65.109.188.175,4466,mtproto,mtproto,,,10ium/VpnClashFaCollector
6632511kkkkk.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,410.27,,10ium/VpnClashFaCollector
7808080iiio6k1.ir.meli-n13.info,8443,mtproto,mtproto,673.29,,10ium/VpnClashFaCollector
7jv.lhi.at6.vzt.7mj.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
82.152.162.15,10004,mtproto,mtproto,,,10ium/VpnClashFaCollector
82.152.162.18,10004,mtproto,mtproto,,,10ium/VpnClashFaCollector
82.152.162.19,10004,mtproto,mtproto,,,10ium/VpnClashFaCollector
84.75.203.213,37168,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.221,443,mtproto,mtproto,500.72,,10ium/VpnClashFaCollector
87.248.129.223,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
89.34.230.57.orvenda.ir,2020,mtproto,mtproto,,,10ium/VpnClashFaCollector
89.34.230.97.orvenda.ir,2020,mtproto,mtproto,,,10ium/VpnClashFaCollector
89.36.95.13,9443,mtproto,mtproto,,,10ium/VpnClashFaCollector
8f3d1c4e-a9b2-475c-8e1f-2d6a9b4c7e3f.casa,80,mtproto,mtproto,587.96,,10ium/VpnClashFaCollector
94.184.39.106.aprawood.ir,2020,mtproto,mtproto,394.77,,10ium/VpnClashFaCollector
94.184.39.9.aprawood.ir,2020,mtproto,mtproto,240.03,,10ium/VpnClashFaCollector
99j.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,428.78,,10ium/VpnClashFaCollector
Berke.Wikimoon.sale,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
Iran-4-ever.ir.bcsadwtgd.info.,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
Khamenei.ir.alibaba1407.org,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
Myamazing.dynu.net,1088,mtproto,mtproto,,,10ium/VpnClashFaCollector
WWW.05kids.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
aicloud.sharedocs.online,443,mtproto,mtproto,957.16,,10ium/VpnClashFaCollector
always.for.you.ir.mausjakaqd.info.,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
anointment.corrugation.pieceless.wowteleserye.com,443,mtproto,mtproto,1805.44,,10ium/VpnClashFaCollector
appstoff.info,22,mtproto,mtproto,267.16,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
are-are-are.ir.paeez-amad.info.,7443,mtproto,mtproto,,,10ium/VpnClashFaCollector
blue.golgoli2.co.uk,443,mtproto,mtproto,570.7,,10ium/VpnClashFaCollector
bnjy.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,499.59,,10ium/VpnClashFaCollector
bonsoir.palmyra.recklessly.wowteleserye.com,443,mtproto,mtproto,771.54,,10ium/VpnClashFaCollector
boob.plutonium.saturator.teleseryeepisodes.com,443,mtproto,mtproto,1360.34,,10ium/VpnClashFaCollector
borujerd-tehran-esfahan.miandoabs.info,8443,mtproto,mtproto,399.63,,10ium/VpnClashFaCollector
c1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,433.0,,10ium/VpnClashFaCollector
c332.ir.meli-n13.info,8443,mtproto,mtproto,439.93,,10ium/VpnClashFaCollector
ca.dataxshop.ir,443,mtproto,mtproto,1047.51,,10ium/VpnClashFaCollector
chartachar.8lil.ir,8880,mtproto,mtproto,,,10ium/VpnClashFaCollector
cheyenne.overwrap.phthisic.teleseryeme.com,443,mtproto,mtproto,779.42,,10ium/VpnClashFaCollector
contemn.fall-through.thermoregulation.teleseryestvheaven.com,443,mtproto,mtproto,1428.2,,10ium/VpnClashFaCollector
cylindrical.deoxyribonucleotide.misdealing.wowteleserye.com,443,mtproto,mtproto,778.46,,10ium/VpnClashFaCollector
daemi-asli.karshenasi.info,443,mtproto,mtproto,405.03,,10ium/VpnClashFaCollector
deathplace.selling.votaress.teleseryeshd.com,443,mtproto,mtproto,720.06,,10ium/VpnClashFaCollector
dotado.7ug.ir,8880,mtproto,mtproto,,,10ium/VpnClashFaCollector
eberechi-eze.abarmardir.info,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
fasle-zivaye.ir.paeez-amad.info,7443,mtproto,mtproto,146.55,,10ium/VpnClashFaCollector
frontend-resources-endpoint-api.website,80,mtproto,mtproto,,,10ium/VpnClashFaCollector
ghasam-be-shab.hosiyaman.info,8443,mtproto,mtproto,386.64,,10ium/VpnClashFaCollector
ghavi.goooalir.co.uk,8443,mtproto,mtproto,1008.61,,10ium/VpnClashFaCollector
goodman.lamari.info,443,mtproto,mtproto,861.45,,kort0881/telegram-proxy-collector
hagh-pro-tv.pc-mashin.ir,2020,mtproto,mtproto,893.45,,10ium/VpnClashFaCollector
hot.happylink.top.,2053,mtproto,mtproto,,,10ium/VpnClashFaCollector
imtproxy-ir.qest.37-68-174.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
jadide.ldm7.ir,8880,mtproto,mtproto,,,10ium/VpnClashFaCollector
junoobimusic.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
lowpressure.simbol.info,443,mtproto,mtproto,347.75,,10ium/VpnClashFaCollector
lt.ir.meli-n13.info,8443,mtproto,mtproto,828.05,,10ium/VpnClashFaCollector
mahsa-1-2m.mahastim-57-232.ir,2020,mtproto,mtproto,424.72,,10ium/VpnClashFaCollector
microscopic.tk,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
n9.ir.meli-n13.info,8443,mtproto,mtproto,496.77,,10ium/VpnClashFaCollector
new.pokhtopaz17.ir,443,mtproto,mtproto,648.43,,10ium/VpnClashFaCollector
newr.ir.meli-n13.info,8443,mtproto,mtproto,520.49,,10ium/VpnClashFaCollector
nice-product.digikallamall.ir,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
nice-product.digikallamall.ir.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
org-8-51s.54-65-43-p.ir,2020,mtproto,mtproto,452.91,,10ium/VpnClashFaCollector
p000.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,440.34,,10ium/VpnClashFaCollector
p5b1c4e9-a3f2-4b7d-8c1a-d9e2f5a4c3b1-e6f7-8a9b.space,80,mtproto,mtproto,1112.06,,10ium/VpnClashFaCollector
p6f2a1b3-e8c4-471f-b5a6-9c2d8e7b1a4f-b5c6-d7e8.space,80,mtproto,mtproto,1072.32,,10ium/VpnClashFaCollector
panel-portal.managep.info,443,mtproto,mtproto,302.9,,kort0881/telegram-proxy-collector
pout.ir.meli-n13.info,8443,mtproto,mtproto,507.18,,10ium/VpnClashFaCollector
ppp332.ir.meli-n13.info,8443,mtproto,mtproto,533.51,,10ium/VpnClashFaCollector
ray.7hf.mo9.gjo.5fs.ld6.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
sal.mahanam.info,443,mtproto,mtproto,404.44,,10ium/VpnClashFaCollector
sdfree.mahanam.info,443,mtproto,mtproto,411.09,,10ium/VpnClashFaCollector
setase.8hdl.ir,8880,mtproto,mtproto,,,10ium/VpnClashFaCollector
silent.kgffsefj.ir,443,mtproto,mtproto,758.15,,10ium/VpnClashFaCollector
srv-aqchcd.reverib.com,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
static-resources-api.website,80,mtproto,mtproto,554.51,,10ium/VpnClashFaCollector
ui.ir.meli-n13.info,8443,mtproto,mtproto,496.98,,10ium/VpnClashFaCollector
vaslll.ir.meli-n13.info,8443,mtproto,mtproto,441.32,,10ium/VpnClashFaCollector
wtf.shadowsocks.wtf,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.1-2-3-4-5.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.13-905-33-84.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.1kp.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.33-74www.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.37-94-704-33.ir.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
www.5-6-7-8.ir.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
www.5gq.ir,8443,mtproto,mtproto,760.95,,10ium/VpnClashFaCollector
www.77-35-93-6.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.99-99-63-75.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.a.avrilon.uk,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.avrilon.uk.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.cheshmabromeshki.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.deragbaz.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.ferivip.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.gasolino.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.giftt.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.hosinjon.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.jodaeimanam.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.manazinjamiram.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.reallygood.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.servertala.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.setado.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.shipboard.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.tapglow.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.torbad.ir.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
www.veildrop.ir.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.veilhub.ir.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.vipd.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.www1www.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
zibapoosh2.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
ir.naganuma.info,8443,mtproto,mtproto,640.58,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
vetka2.v6n.tech,443,mtproto,mtproto,1359.91,,10ium/VpnClashFaCollector
vetka1.v6n.tech,443,mtproto,mtproto,892.17,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
91.107.180.123,443,mtproto,mtproto,126.16,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
gov.grasic.info,8443,mtproto,mtproto,625.65,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
s04.neo-trading.org,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
s05.neo-trading.org,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
120.241.144.144,12235,mtproto,mtproto,,,10ium/VpnClashFaCollector
14.119.118.206,10060,mtproto,mtproto,,,10ium/VpnClashFaCollector
14.119.118.206,10062,mtproto,mtproto,,,10ium/VpnClashFaCollector
163.198.212.91,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
188.206-197-43.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
191.44.113.175,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
191.44.113.218,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
75pib.life.198-44.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
78.128-273-66.ir.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
82.152.162.25,10006,mtproto,mtproto,,,10ium/VpnClashFaCollector
82.152.162.26,10006,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.149.052,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
91.234.147.13.aprawood.ir,2020,mtproto,mtproto,820.05,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
98.22.51.6.88-205-694-406.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
Strait-of-Hormuz.ir.jursdheks.info.,88,mtproto,mtproto,506.81,,10ium/VpnClashFaCollector
abstemious.impeded.rotterdam.pilipinoteleserye.com,443,mtproto,mtproto,643.81,,10ium/VpnClashFaCollector
albinoism.delinquent.paradisaical.teleseryeme.com,443,mtproto,mtproto,1962.18,,10ium/VpnClashFaCollector
annulation.pretypify.updraft.pilipinoteleserye.com,443,mtproto,mtproto,2779.54,,10ium/VpnClashFaCollector
boost.telehelp.top,443,mtproto,mtproto,603.98,,10ium/VpnClashFaCollector
caseous.introscope.shammer.teleseryestvheaven.com,443,mtproto,mtproto,1684.34,,10ium/VpnClashFaCollector
contritely.cut.disciform.compinoy.com,443,mtproto,mtproto,643.01,,10ium/VpnClashFaCollector
detailing.instance.paratyphoid.wowteleserye.com,443,mtproto,mtproto,2246.33,,10ium/VpnClashFaCollector
dolgelley.leukemia.sidewall.teleseryegroup.com,443,mtproto,mtproto,643.79,,10ium/VpnClashFaCollector
eatables.electrotonus.plumose.compinoy.com,443,mtproto,mtproto,585.37,,10ium/VpnClashFaCollector
ehfive.craj.ir,8880,mtproto,mtproto,,,10ium/VpnClashFaCollector
enthusiastic.escapism.zonation.pinoywebtv.com,443,mtproto,mtproto,2120.94,,10ium/VpnClashFaCollector
filterable.sheerlegs.supersaturate.teleseryeepisodes.com,443,mtproto,mtproto,3047.51,,10ium/VpnClashFaCollector
fluctuant.migration.palsy.pinoywebtv.com,443,mtproto,mtproto,2959.06,,10ium/VpnClashFaCollector
full-vasl.ir-xyz.gdhbvjshjrf.info.,88,mtproto,mtproto,618.34,,kort0881/telegram-proxy-collector
hatter.jarabe.thai.teleseryestv.com,443,mtproto,mtproto,728.09,,10ium/VpnClashFaCollector
heliophobic.radiotelephone.surreptitious.teleseryegroup.com,443,mtproto,mtproto,747.36,,10ium/VpnClashFaCollector
irreceptive.longish.recoup.teleseryestvheaven.com,443,mtproto,mtproto,613.87,,10ium/VpnClashFaCollector
love.roseprox.xyz,2443,mtproto,mtproto,1331.26,,10ium/VpnClashFaCollector
symbol.simbol.info,443,mtproto,mtproto,1107.21,,10ium/VpnClashFaCollector
www.195-207-44-72.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.210-73-44-9.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.33sorryto.ir.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
www.5gq.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.88-93-48-3.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.basketbalo.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.glowship.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.meshdrip.ir.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.shokolatkhoneh.ir,22,mtproto,mtproto,770.98,,10ium/VpnClashFaCollector
www.yekaterinburg.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
xvif.0mhku.cst.8bfy5.hif6.9pn.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
good.cipservice.co.uk,2083,mtproto,mtproto,1004.41,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ir.grasic.info,8443,mtproto,mtproto,1178.7,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
irluxcars.site.,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
ahvaz.co.uk.,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
91.234.147.12.aprawood.ir,2020,mtproto,mtproto,1152.93,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
91.234.147.11.aprawood.ir,2020,mtproto,mtproto,3079.76,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
91.234.147.10.aprawood.ir,2020,mtproto,mtproto,1111.12,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
panel.irluxcars.site.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
panel.ahvaz.co.uk.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
Rudmoain.co.uk.,443,mtproto,mtproto,831.73,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
n8ij8b9.ir.meli-n13.info,8443,mtproto,mtproto,460.14,,10ium/VpnClashFaCollector
8ijplp.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,445.88,,10ium/VpnClashFaCollector
0000b9.ir.meli-n13.info,8443,mtproto,mtproto,531.04,,10ium/VpnClashFaCollector
00n0b9.ir.meli-n13.info,8443,mtproto,mtproto,1543.49,,10ium/VpnClashFaCollector
00pb9.ir.meli-n13.info,8443,mtproto,mtproto,505.96,,10ium/VpnClashFaCollector
1.vak1l.ir,22,mtproto,mtproto,,,10ium/VpnClashFaCollector
130.49.150.245,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
159.194.228.215,443,mtproto,mtproto,164.73,,10ium/VpnClashFaCollector
177.3.213.2,443,mtproto,mtproto,940.59,,10ium/VpnClashFaCollector
185.242.245.13,443,mtproto,mtproto,107.99,,10ium/VpnClashFaCollector
185.86.145.173,443,mtproto,mtproto,156.0,,10ium/VpnClashFaCollector
188.130.154.212,443,mtproto,mtproto,430.18,,10ium/VpnClashFaCollector
193.124.65.47,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
194.76.154.229,8443,mtproto,mtproto,410.31,,10ium/VpnClashFaCollector
194.76.155.129,8443,mtproto,mtproto,394.3,,10ium/VpnClashFaCollector
194.76.155.130,8443,mtproto,mtproto,393.56,,10ium/VpnClashFaCollector
194.76.155.133,8443,mtproto,mtproto,395.95,,10ium/VpnClashFaCollector
195.201.253.112,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.254.165.21,6,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.63.143.137,8443,mtproto,mtproto,575.87,,10ium/VpnClashFaCollector
195.63.162.76,8443,mtproto,mtproto,515.48,,10ium/VpnClashFaCollector
204.168.203.138,443,mtproto,mtproto,137.51,,10ium/VpnClashFaCollector
207-pana.ir,2020,mtproto,mtproto,2613.28,,kort0881/telegram-proxy-collector
30f9e0.mtpfast.com,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
45.32.185.184,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
45.94.47.146,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
62.60.249.159,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
7djd.ir.meli-n13.info,8443,mtproto,mtproto,446.8,,10ium/VpnClashFaCollector
7hf.ir.meli-n13.info,8443,mtproto,mtproto,461.4,,10ium/VpnClashFaCollector
